delayed,month,day,weekday,arr_hour,dep_hour,origin,dest,distance,carrier
0,9,13,4,19,18,LRD,DFW,394,MQ
0,11,26,1,14,12,ATL,BUF,712,EV
45,7,3,2,22,21,DTW,BOS,632,NW
15,1,15,1,13,10,IAH,TLH,658,XE
225,12,5,3,9,7,CMH,MCO,802,WN
0,10,21,7,21,20,CLE,MCI,694,XE
0,5,13,7,12,12,TVC,ORD,224,MQ
0,2,24,6,7,6,ROC,EWR,246,XE
120,1,21,7,20,16,BMI,MCO,936,FL
0,10,22,1,20,18,LGA,MSP,1020,AA
0,10,16,2,8,7,ATL,IAH,689,CO
75,8,17,5,14,13,DFW,CLL,164,MQ
15,2,22,4,20,19,TPA,ATL,406,FL
60,5,14,1,17,16,CLE,ORD,316,XE
45,9,10,1,9,8,DFW,ACT,89,MQ
15,12,7,5,22,21,DAL,HOU,239,WN
30,9,24,1,18,16,BWI,STL,737,WN
0,3,13,2,16,15,JFK,BTV,267,B6
30,8,31,5,18,16,ATL,SLC,1589,DL
180,4,26,4,18,15,ORD,CLE,316,UA
0,12,2,7,21,18,AUS,ATL,813,EV
0,2,21,3,18,16,JFK,RIC,288,B6
0,6,20,3,17,15,MDW,LAX,1750,WN
30,4,9,1,15,9,LAX,BNA,1797,WN
0,2,9,5,22,19,IAH,CAE,878,XE
45,10,13,6,9,6,JFK,MCO,944,B6
15,7,1,7,9,6,CID,ATL,694,OH
60,8,28,2,14,13,LNK,MSP,331,9E
0,5,9,3,17,15,CVG,BDL,661,DL
15,11,26,1,13,13,PHX,LAS,256,WN
15,9,5,3,15,13,DTW,MHT,609,NW
90,5,10,4,19,17,LGA,CMH,478,OH
0,12,22,6,10,9,MDT,CLT,413,US
0,8,3,5,16,15,ATL,CRW,363,EV
30,1,5,5,21,21,PHX,SNA,338,US
15,7,15,7,19,12,PHX,ATL,1587,DL
0,6,14,4,11,9,MCI,IND,451,WN
105,1,8,1,21,18,EWR,TPA,998,CO
60,7,28,6,21,19,MCO,CVG,756,OH
0,12,22,6,16,15,PHF,BOS,464,FL
0,9,12,3,12,11,DSM,DEN,589,OO
75,7,15,7,9,6,FSM,ATL,579,EV
30,3,31,6,10,9,JFK,BOS,187,B6
30,10,5,5,21,20,SLC,TUS,601,OO
0,8,17,5,16,13,MEM,ATL,332,FL
15,10,23,2,16,13,EWR,MCO,938,CO
45,8,1,3,12,11,CAE,ATL,191,EV
45,6,22,5,16,14,MSP,DFW,852,9E
0,6,19,2,17,14,FLL,JFK,1069,B6
45,5,25,5,8,7,DFW,HOU,247,MQ
0,6,3,7,16,16,CLT,STL,575,US
105,10,18,4,22,22,DTW,ORD,235,NW
15,12,5,3,18,15,DFW,CVG,812,OH
75,2,16,5,18,17,DTW,CVG,229,9E
0,9,5,3,9,6,JFK,SJU,1597,B6
30,12,27,4,21,21,DTW,ORD,235,NW
45,12,8,6,16,14,MEM,MCO,683,NW
30,5,4,5,11,10,MSP,MKE,297,OO
15,5,23,3,14,12,LGA,DFW,1389,AA
0,12,2,7,14,13,DAL,MAF,319,WN
0,2,10,6,13,13,DTW,ORD,235,OO
0,12,17,1,14,13,LAX,SBP,155,OO
0,5,22,2,9,7,CLT,EWR,529,YV
0,7,20,5,15,14,DEN,COS,72,OO
0,7,1,7,13,11,LGA,ORD,733,UA
30,9,7,5,15,14,MSP,ORD,334,UA
0,5,6,7,22,21,IAH,LAX,1379,CO
120,2,25,7,16,13,ORD,SFO,1846,AA
0,5,31,4,14,12,TPA,ISP,1034,WN
0,8,23,4,15,12,SFO,BOI,522,OO
0,1,26,5,17,14,FLL,DTW,1127,NW
15,11,7,3,11,8,LGA,CHS,641,OH
0,3,15,4,11,10,ATL,BQK,238,EV
45,7,8,7,20,11,LAX,JFK,2475,UA
15,2,15,4,10,9,BWI,ORD,622,MQ
0,4,8,7,13,10,EWR,FLL,1065,CO
45,8,2,4,12,10,SFO,SLC,599,OO
15,4,18,3,19,17,SEA,OAK,671,WN
15,8,5,7,18,11,PHX,ATL,1587,US
0,6,17,7,11,8,LGA,MIA,1097,AA
30,12,29,6,12,10,SLC,FCA,532,OO
0,11,23,5,9,8,LAX,MOD,292,OO
150,5,1,2,20,18,CHS,ATL,259,EV
105,4,15,7,13,12,ATL,MIA,595,AA
15,10,27,6,19,16,JFK,TPA,1005,B6
0,6,12,2,14,7,LAX,CLT,2125,US
30,4,3,2,21,17,ORD,FLL,1182,AA
15,2,1,4,10,8,ELP,PHX,347,YV
0,1,30,2,9,8,DTW,DSM,534,9E
15,9,4,2,9,8,OAK,BUR,325,WN
15,8,22,3,13,10,MSP,SDF,603,9E
0,11,10,6,17,16,ATL,CHS,259,DL
0,4,23,1,10,7,ORD,TYS,475,MQ
0,12,8,6,13,12,SAN,LAX,109,OO
0,3,29,4,17,15,SMF,PHX,647,US
0,10,21,7,19,11,SFO,PIT,2254,US
30,3,7,3,19,17,DTW,ATL,594,NW
15,1,2,2,13,7,DEN,LGA,1619,UA
0,11,30,5,9,8,LGA,ORD,733,UA
0,8,25,6,6,0,OAK,IAH,1628,CO
30,12,22,6,18,17,DEN,ABQ,349,UA
135,8,1,3,23,21,DFW,OAK,1456,AA
0,11,27,2,19,18,TUS,SAN,367,WN
15,5,3,4,10,8,PHL,PHX,2075,US
0,5,17,4,13,12,LGA,ORD,733,AA
195,7,30,1,20,16,MCI,RDU,904,MQ
0,2,23,5,11,10,BUF,CLE,192,XE
30,3,19,1,5,21,LIH,SFO,2447,UA
105,7,10,2,16,14,BUF,JFK,301,B6
0,9,20,4,10,7,EWR,MIA,1086,CO
0,11,26,1,13,12,LAX,LAS,236,US
15,5,4,5,11,10,ATL,CAE,191,EV
0,10,27,6,14,11,PIA,ATL,564,EV
0,1,7,7,20,18,ATL,DTW,594,NW
30,8,10,5,15,14,RAP,DEN,301,OO
15,5,6,7,20,18,LAX,PDX,834,UA
0,7,8,7,5,23,DEN,BOS,1754,B6
0,12,21,5,6,6,IND,MCI,451,WN
0,3,1,4,9,7,SNA,LAS,226,US
30,5,18,5,23,20,ATL,BOS,946,DL
60,8,20,1,17,17,DTW,ORD,235,AA
15,10,27,6,12,9,CLE,MIA,1080,XE
0,7,5,4,15,14,PHX,PSP,261,YV
15,10,20,6,11,8,BOS,OAK,2693,B6
75,7,19,4,18,17,SYR,CVG,527,OH
0,6,11,1,14,11,ATL,LGA,761,DL
0,6,24,7,22,21,PHX,LAS,256,WN
0,5,8,2,18,17,DTW,PHX,1671,US
0,2,27,2,9,7,PIT,MCO,834,US
0,4,29,7,19,17,PHF,ATL,508,FL
30,4,11,3,20,12,HNL,SFO,2398,UA
0,10,12,5,15,13,LAX,EUG,748,XE
0,10,5,5,17,16,LAX,MOD,292,OO
0,2,26,1,18,11,LAS,DTW,1750,NW
60,7,28,6,17,17,RDU,BNA,443,WN
0,7,18,3,11,10,ATL,PHF,508,DL
0,7,8,7,22,21,SEA,GEG,224,WN
0,5,15,2,12,10,DTW,BDL,548,NW
15,6,14,4,21,17,MSN,EWR,799,XE
15,1,26,5,8,6,IAD,CLE,288,XE
0,12,15,6,11,8,ONT,BOI,660,XE
0,1,25,4,16,12,IAH,BWI,1235,CO
0,7,11,3,14,11,PHX,SLC,507,WN
75,10,31,3,18,15,ELP,DFW,551,AA
15,8,4,6,20,17,MDW,CLE,307,WN
0,6,30,6,9,8,OKC,SAN,1136,XE
15,7,18,3,11,9,IND,RSW,946,FL
15,10,2,2,21,19,PVD,CLT,683,US
0,3,11,7,19,13,SEA,MDW,1733,WN
0,12,12,3,13,12,BDL,RDU,532,MQ
60,6,7,4,13,12,RDU,LGA,431,MQ
0,12,14,5,14,11,MCI,CVG,539,OH
0,11,30,5,18,15,EWR,JAX,821,CO
0,9,29,6,16,13,RSW,JFK,1074,B6
0,8,25,6,12,10,DFW,ORD,802,AA
0,8,19,7,7,6,MDT,CVG,429,EV
0,1,20,6,8,6,SJC,SEA,697,AS
15,6,26,2,12,10,RDU,EWR,416,XE
0,7,12,4,20,19,SLC,SGU,269,OO
0,12,27,4,19,17,DCA,ORD,612,UA
0,9,30,7,20,17,TUS,SLC,601,OO
45,9,30,7,16,14,GRR,ATL,640,EV
0,6,1,5,14,12,TUL,DFW,237,MQ
60,2,15,4,10,6,DFW,PHL,1302,US
0,10,28,7,21,20,CVG,ORD,264,OO
45,6,16,6,11,10,SBA,SFO,262,OO
15,6,1,5,12,10,MEM,CVG,403,OH
30,1,25,4,16,14,LAX,YUM,237,OO
15,2,22,4,19,18,SDF,MSP,603,9E
0,6,29,5,20,18,MDW,LAS,1521,WN
0,10,30,2,8,6,BWI,PVD,328,WN
15,1,15,1,22,20,ELP,MAF,246,WN
15,8,16,4,16,15,MDW,OMA,423,WN
0,12,3,1,21,18,ABQ,HOU,759,WN
30,9,30,7,18,15,MSP,CVG,596,OH
15,4,18,3,18,17,IND,CLE,261,XE
0,11,30,5,9,8,PHX,FAT,493,YV
0,5,14,1,22,21,TPA,FLL,197,WN
90,7,13,5,21,18,DFW,DAY,861,AA
45,6,14,4,17,15,LGA,TYS,647,OH
15,1,6,6,10,9,LIT,DFW,304,MQ
0,9,22,6,20,12,SFO,ATL,2139,FL
15,7,1,7,21,20,BNA,MDW,395,WN
0,9,6,4,11,7,IAH,DTW,1076,CO
0,1,31,3,16,16,HNL,KOA,163,HA
0,9,20,4,13,12,DEN,GEG,836,UA
30,4,22,7,10,9,ATL,RDU,356,FL
75,4,7,6,18,17,CLT,ORD,599,US
0,10,15,1,11,9,IAH,SJC,1608,CO
0,2,11,7,16,14,BWI,STL,737,WN
0,1,23,2,12,10,ATL,DEN,1199,DL
30,5,16,3,17,15,BOS,BNA,943,OH
105,7,11,3,20,20,DFW,PHX,868,US
0,8,30,4,18,16,LAX,TUS,451,WN
75,4,5,4,8,8,CMH,MKE,331,OO
15,3,27,2,15,14,CLT,MCO,468,US
60,5,16,3,22,19,ORD,BUF,473,MQ
0,6,18,1,8,7,ORD,RST,268,MQ
0,11,7,3,9,7,LAS,PHX,256,WN
60,2,19,1,22,20,PHX,PDX,1009,US
15,8,4,6,18,16,MCO,ORD,1005,AA
0,6,5,2,13,10,IAH,FLL,965,CO
15,11,9,5,16,14,EWR,DTW,487,CO
60,7,30,1,13,7,TUS,ATL,1541,DL
0,2,26,1,7,6,FLO,ATL,273,EV
60,6,28,4,14,12,LAX,HNL,2556,UA
0,3,26,1,8,7,PDX,SEA,129,OO
45,6,3,7,20,19,ATL,COS,1185,OO
0,3,4,7,10,7,MCO,MSP,1310,NW
15,12,13,4,23,21,ATL,LAS,1747,FL
15,6,8,5,9,7,TPA,PHX,1788,US
150,10,30,2,19,15,BNA,JFK,766,OH
15,2,18,7,8,23,ONT,JFK,2430,B6
0,11,23,5,15,13,CLT,DEN,1337,US
15,3,21,3,20,12,LAX,PHL,2401,US
15,3,15,4,18,16,LEX,CLE,275,XE
15,3,2,5,11,8,BNA,SAT,822,WN
0,7,24,2,15,14,RST,ORD,268,MQ
210,9,1,6,19,18,ATL,FLO,273,EV
0,11,16,5,9,8,ATL,FLL,581,FL
0,9,10,1,14,12,MSO,DEN,679,OO
0,6,2,6,10,8,MEM,ORD,491,NW
0,10,21,7,16,11,DFW,BOS,1562,AA
120,1,16,2,18,17,IAD,DTW,383,YV
105,12,4,2,19,17,IND,EWR,644,CO
15,8,5,7,18,16,ORD,PHX,1440,US
0,6,8,5,16,14,ORD,CAK,344,YV
15,1,28,7,12,11,DEN,PSC,853,OO
0,9,4,2,14,13,ORF,ATL,516,DL
90,3,22,4,23,21,ATL,EWR,745,DL
30,12,10,1,14,10,SLC,ORD,1249,DL
0,12,7,5,19,14,ABQ,TPA,1497,WN
0,9,28,5,20,12,OGG,SFO,2338,UA
0,9,23,7,15,14,LAX,SJC,308,MQ
180,6,26,2,19,17,ORD,SDF,286,MQ
0,11,18,7,14,8,SJC,ORD,1829,UA
0,3,3,6,13,10,BWI,TPA,842,WN
0,8,28,2,14,12,ATL,MDT,619,OH
30,4,30,1,20,20,ATL,PFN,247,EV
15,6,22,5,22,20,CVG,SFO,2036,DL
15,1,19,5,11,9,GSO,ATL,306,EV
105,3,14,3,22,21,IAH,BRO,308,XE
225,1,2,2,9,7,BOS,DTW,632,NW
15,12,28,5,10,7,SEA,DEN,1024,UA
0,5,22,2,14,11,MSP,CLE,622,XE
30,7,7,6,19,18,IAH,COS,809,XE
15,8,18,6,17,15,SLC,MSO,436,OO
30,3,21,3,21,16,SNA,DFW,1205,AA
15,7,30,1,17,16,ALB,MDW,717,WN
15,10,12,5,16,15,DFW,LRD,394,MQ
0,5,10,4,22,21,ATL,GSO,306,OH
45,11,29,4,7,6,MOD,LAX,292,OO
30,1,29,1,16,11,LAS,ORD,1515,UA
15,12,15,6,14,12,DTW,LGA,501,MQ
15,9,21,5,22,20,ORD,SEA,1721,AA
0,4,14,6,16,14,ABQ,SLC,493,OO
0,8,17,5,17,16,HNL,ITO,216,AQ
15,5,7,1,10,9,CVG,MSP,596,OH
75,12,9,7,9,6,STL,PHX,1262,US
0,5,27,7,13,12,BDL,MDW,777,WN
45,1,19,5,15,14,DEN,BIL,455,UA
15,5,18,5,9,7,SFO,SBP,191,OO
0,5,5,6,17,16,FLL,MEM,851,NW
0,5,2,3,21,13,SFO,BOS,2704,UA
0,12,31,1,7,6,IAH,DEN,861,F9
0,5,2,3,13,12,DLH,MSP,144,NW
45,7,18,3,20,19,LGA,BOS,185,US
0,12,8,6,12,11,PHX,SBP,509,YV
0,12,27,4,10,7,MCI,MCO,1072,WN
15,3,28,3,18,17,JFK,BUF,301,B6
15,9,5,3,18,16,BWI,PHX,1999,US
0,5,18,5,11,9,CVG,SAT,1024,OH
75,7,27,5,9,6,HOU,ATL,696,EV
60,9,1,6,8,6,TUL,ORD,585,AA
0,10,3,3,18,16,DFW,PDX,1616,AA
15,11,24,6,16,9,LAS,ATL,1747,DL
0,1,12,5,21,18,SFO,PHX,651,US
30,3,31,6,11,9,TUL,ORD,585,MQ
15,5,18,5,12,10,ORF,CLT,290,US
0,4,20,5,10,8,DTW,LGA,501,NW
15,9,12,3,14,10,SEA,DEN,1024,F9
0,9,15,6,10,9,MFE,IAH,316,XE
15,12,13,4,14,13,SAT,DAL,248,WN
0,11,27,2,19,17,MOB,IAH,427,XE
0,10,7,7,20,19,SLC,BIL,387,OO
15,5,18,5,19,18,ANC,BET,399,AS
0,7,16,1,17,15,DFW,SFO,1464,AA
75,1,25,4,0,21,PBI,JFK,1028,B6
0,11,11,7,10,9,ATL,GSP,153,EV
60,12,27,4,16,16,ATL,HSV,151,EV
0,7,8,7,17,15,BNA,BWI,588,WN
105,12,10,1,19,17,LAX,SMF,373,XE
0,2,17,6,16,15,DFW,MLU,293,MQ
0,3,2,5,14,13,HNL,KOA,163,AQ
0,6,15,5,17,15,BOS,ORD,867,AA
0,6,20,3,17,12,PHX,MSP,1276,NW
0,6,3,7,13,12,BUR,SFO,326,OO
0,1,19,5,22,20,PHL,LAS,2176,US
105,8,17,5,17,14,LIT,ATL,453,EV
0,9,19,3,20,15,DEN,IAD,1452,UA
0,5,9,3,15,12,IAH,ATL,689,OO
15,12,6,4,16,14,PHX,SEA,1107,US
0,9,16,7,19,16,MIA,LGA,1097,AA
0,1,2,2,18,17,HNL,OGG,100,HA
0,12,12,3,10,7,JFK,SFO,2586,AA
0,3,1,4,9,8,SNA,SJC,342,MQ
0,1,17,3,21,20,OAK,LAS,407,US
60,4,6,5,14,11,IAH,ORD,925,XE
0,9,25,2,9,7,CLT,PHL,448,US
15,3,6,2,15,12,PBI,LGA,1035,DL
0,3,23,5,14,9,SNA,DFW,1205,AA
15,1,25,4,18,17,BOS,JFK,187,OH
0,4,6,5,10,9,CLT,AGS,140,YV
0,9,11,2,10,9,DAL,AMA,324,WN
0,1,27,6,10,8,MCO,DEN,1545,UA
15,1,5,5,10,9,MDT,DTW,370,9E
0,5,12,6,16,13,LGA,MIA,1097,AA
135,6,17,7,15,14,DFW,LAS,1055,AA
30,8,8,3,20,19,CLT,ORD,599,UA
0,9,27,4,21,19,CVG,BDL,661,DL
15,1,19,5,18,12,PDX,IAH,1825,CO
45,6,27,3,17,16,MDW,MCI,405,WN
0,12,26,3,9,7,IND,LGA,659,NW
15,10,1,1,15,13,DTW,SAT,1215,NW
15,3,15,4,18,17,DTW,BWI,408,NW
30,6,13,3,23,22,MIA,MCO,193,AA
0,1,28,7,19,18,IAH,PSP,1269,XE
15,4,27,5,19,16,ABQ,DAL,580,WN
0,6,30,6,10,8,DCA,MSY,969,US
30,9,20,4,10,8,RIC,MSP,970,9E
45,12,21,5,13,12,SFO,SEA,679,AS
15,5,10,4,23,18,LAS,MDW,1521,WN
75,12,22,6,13,10,DEN,MSY,1062,UA
30,12,19,3,14,12,ATL,PHL,665,FL
75,11,19,1,22,19,MCO,EWR,938,B6
0,6,17,7,17,17,GST,JNU,41,AS
0,10,22,1,13,12,ORD,MCI,403,UA
0,10,10,3,8,5,HOU,ATL,696,FL
0,8,5,7,15,13,SEA,OAK,671,AS
0,7,11,3,12,11,STL,ORD,258,AA
75,5,6,7,19,14,LAS,OKC,987,WN
75,1,4,4,22,20,SAN,LAS,258,WN
0,1,19,5,12,11,MCI,ORD,403,AA
0,2,9,5,8,6,MCI,LAX,1363,WN
0,1,5,5,19,17,IAH,TUL,429,XE
0,5,20,7,7,7,MCO,BNA,616,WN
30,2,10,6,16,12,LAS,OGG,2695,US
15,7,15,7,20,12,SAN,EWR,2425,CO
0,1,31,3,23,21,CLT,BDL,644,US
0,1,29,1,13,10,MDW,PHX,1444,WN
60,2,18,7,19,18,EWR,RDU,416,CO
0,10,2,2,21,20,ATL,MCI,692,DL
0,10,29,1,7,6,CLE,BWI,314,WN
0,4,11,3,11,11,OKC,DEN,495,OO
0,3,4,7,12,10,SNA,SFO,372,OO
15,3,16,5,9,6,RAP,MSP,490,NW
30,1,18,4,17,14,MSP,AUS,1042,NW
0,1,31,3,17,15,MIA,MEM,860,NW
0,2,27,2,17,14,JFK,LAX,2475,AA
30,1,26,5,9,6,GEG,LAX,945,AS
30,1,25,4,17,14,PHL,ATL,665,DL
0,7,7,6,16,14,SAV,IAD,515,YV
15,10,3,3,19,17,LGA,CLT,544,US
15,9,20,4,19,15,HOU,PHL,1335,WN
0,1,26,5,16,13,STL,LGA,887,AA
0,1,27,6,19,18,DEN,GJT,212,YV
15,6,27,3,14,13,PDX,SFO,550,UA
0,2,9,5,5,21,BUR,JFK,2465,B6
0,9,8,6,21,19,BDL,CLT,644,US
0,9,26,3,11,10,PIT,IAD,183,YV
30,11,19,1,14,13,DTW,MSP,528,NW
30,4,17,2,19,17,CLE,IAH,1091,CO
30,12,21,5,11,9,BOS,LGA,185,MQ
45,12,17,1,18,15,DEN,ORD,888,AA
0,1,9,2,16,14,DCA,JAX,634,US
0,11,8,4,12,9,LGA,MIA,1097,AA
60,10,25,4,16,14,ORD,IND,177,AA
0,9,10,1,8,6,SWF,ATL,784,EV
45,4,29,7,18,17,PHL,DCA,119,US
60,6,11,1,22,20,ATL,ORF,516,DL
0,6,7,4,9,8,IAD,RDU,224,YV
0,8,31,5,12,11,MCO,BNA,616,WN
0,12,15,6,21,19,SBA,PHX,455,YV
0,3,8,4,13,11,ANC,JNU,571,AS
0,4,7,6,9,7,MEM,SLC,1261,OO
0,9,16,7,9,8,STL,BNA,271,MQ
0,9,5,3,15,14,IAH,AUS,140,CO
30,12,22,6,21,18,JAX,BOS,1011,OH
0,6,11,1,15,14,STL,DEN,770,F9
0,11,29,4,13,11,DEN,OAK,957,UA
0,4,27,5,8,6,DFW,BNA,631,AA
0,3,18,7,14,11,MCI,ATL,692,DL
0,12,25,2,9,8,DAL,IAH,217,XE
0,1,11,4,22,19,DFW,GSP,862,MQ
0,6,5,2,15,12,MCO,BDL,1050,WN
15,6,24,7,15,6,SFO,JFK,2586,DL
0,6,15,5,18,10,LAS,PVD,2363,WN
15,8,10,5,8,6,BOS,STL,1046,AA
15,10,5,5,9,8,RNO,LAS,345,WN
45,12,17,1,11,10,CLE,MDW,307,WN
15,10,21,7,20,15,DFW,LGA,1389,AA
75,2,26,1,20,18,DAB,EWR,884,XE
120,3,15,4,14,12,IAH,GPT,376,XE
0,8,21,2,15,13,SNA,SLC,588,DL
0,11,18,7,19,18,DEN,LAS,629,F9
30,7,7,6,10,8,ATL,EWR,745,CO
60,4,18,3,15,14,BUF,CLE,192,XE
30,11,16,5,15,8,SAN,DTW,1957,NW
0,3,2,5,14,12,GJT,DEN,212,OO
0,6,29,5,11,7,DFW,MCO,984,AA
0,1,30,2,8,6,MDW,PHL,668,WN
30,5,6,7,23,21,DEN,ICT,419,UA
0,6,10,7,15,13,PDX,SFO,550,UA
15,2,25,7,22,20,MCO,JFK,944,DL
30,8,14,2,16,15,BIS,DEN,517,OO
105,4,3,2,22,20,ORD,SDF,286,MQ
0,3,17,6,23,21,SEA,ANC,1449,AS
30,5,5,6,14,13,ABQ,DEN,349,UA
0,11,5,1,11,8,JFK,MIA,1090,AA
30,12,20,4,19,17,ANC,OTZ,549,AS
0,9,16,7,18,17,MAF,DFW,309,MQ
15,12,21,5,21,17,JFK,SAN,2446,B6
30,7,4,3,19,17,IAD,SAN,2253,UA
0,6,24,7,14,13,CVG,IAH,871,OH
30,12,29,6,8,7,TYR,DFW,103,MQ
15,2,18,7,22,15,OGG,LAX,2486,AA
120,1,12,5,22,18,TUS,ORD,1437,AA
0,1,11,4,19,18,CEC,ACV,56,OO
0,8,20,1,9,6,COS,IAH,809,XE
0,9,24,1,14,12,TPA,MHT,1204,WN
0,10,3,3,7,6,EWN,ATL,433,EV
15,2,1,4,14,12,OMA,ORD,416,MQ
0,2,19,1,14,11,EWR,IAH,1400,CO
45,12,6,4,21,19,DFW,ORD,802,AA
105,5,29,2,21,18,DFW,RSW,1017,AA
0,3,3,6,12,10,SFO,MFR,329,OO
30,6,17,7,11,8,MEM,SEA,1870,NW
15,7,1,7,17,16,LGA,DCA,214,US
0,4,10,2,21,19,ATL,RDU,356,DL
0,12,13,4,10,8,ATL,CVG,373,DL
0,7,25,3,11,9,CVG,MIA,948,OH
15,2,27,2,15,14,HNL,ITO,216,HA
0,6,17,7,13,12,DEN,RAP,301,OO
0,8,31,5,9,7,LGA,CLT,544,OH
0,3,5,1,16,15,ORF,CLT,290,US
60,2,15,4,8,6,SNA,SFO,372,MQ
0,10,26,5,12,11,RIC,LGA,292,OH
0,8,18,6,8,7,PHX,LAS,256,US
15,4,1,7,15,15,SAT,PHX,843,US
0,3,21,3,14,13,FAT,SFO,158,OO
15,4,13,5,16,14,ORD,GSP,577,YV
0,7,11,3,16,15,SFO,RNO,192,OO
0,8,1,3,15,13,EWR,ORD,719,CO
15,5,25,5,20,18,DCA,LGA,214,MQ
30,12,13,4,10,8,ATL,SAT,874,EV
0,2,6,2,13,11,JAX,CLT,329,US
15,1,7,7,17,14,SJU,IAD,1571,US
0,7,5,4,11,7,HOU,PHL,1335,WN
45,7,11,3,22,20,ORD,LAX,1745,AA
0,11,17,6,17,14,MCO,BUF,1011,WN
0,8,17,5,11,10,SJC,SNA,342,MQ
0,12,6,4,13,13,OKC,DEN,495,UA
0,7,20,5,17,16,LAX,SMF,373,WN
0,2,6,2,8,6,RDU,TPA,587,WN
0,12,4,2,18,14,IAH,DCA,1208,CO
0,5,27,7,6,6,FAI,ANC,261,AS
30,11,19,1,22,20,LGA,STL,887,AA
105,11,25,7,23,21,ATL,ROC,749,FL
15,4,8,7,8,7,MCO,ATL,403,FL
0,2,20,2,22,20,MCO,ATL,403,FL
90,4,16,1,11,10,ROC,IAD,289,YV
0,1,17,3,11,10,PHX,RNO,601,WN
0,10,19,5,18,15,BWI,MIA,946,AA
15,3,29,4,17,16,PDX,RNO,444,WN
0,11,27,2,16,15,PHL,MDW,668,WN
15,3,8,4,13,7,LAS,MDW,1521,WN
75,10,22,1,12,9,PHL,JAX,742,WN
0,7,13,5,15,14,LAX,PHX,370,XE
0,4,11,3,14,13,LAX,BFL,109,OO
30,5,24,4,14,13,BWI,EWR,169,XE
120,9,10,1,16,15,JFK,BTV,267,OH
15,7,26,4,12,21,HNL,EWR,4962,CO
0,6,1,5,15,11,DFW,CLE,1021,MQ
0,5,22,2,22,21,BWI,PVD,328,WN
0,12,20,4,11,10,ORD,RST,268,MQ
135,8,24,5,23,21,ATL,CAK,528,EV
0,3,19,1,16,15,ORD,MSP,334,UA
0,5,30,3,17,16,DFW,LAX,1235,UA
15,7,23,1,10,9,ONT,LAS,197,WN
135,11,16,5,12,10,DTW,LGA,501,MQ
0,2,10,6,16,13,DFW,TPA,929,AA
30,3,31,6,17,16,GSO,MEM,570,9E
0,2,3,6,18,15,IAD,SLC,1827,DL
30,8,6,1,19,18,EWR,PIT,319,XE
0,6,10,7,12,10,IND,ATL,432,DL
15,3,4,7,23,22,LAX,PSP,110,OO
0,5,5,6,9,9,SLC,LAS,368,DL
0,7,6,5,7,6,LGA,STL,887,AA
0,4,6,5,12,9,IAH,DTW,1076,NW
15,6,15,5,19,18,IND,PHL,587,9E
0,12,9,7,5,22,HNL,SFO,2398,UA
0,1,31,3,10,8,ATL,FNT,644,EV
0,7,27,5,19,18,SFO,RNO,192,OO
150,6,19,2,0,21,IAD,SFO,2419,UA
0,12,5,3,16,15,BNA,BHM,177,WN
60,11,30,5,14,12,ORD,CLE,316,MQ
0,2,5,1,11,6,TUS,ATL,1541,DL
0,9,11,2,13,8,IAH,EWR,1400,CO
0,5,20,7,20,19,LGB,LAS,231,B6
0,7,18,3,8,7,DEN,LAX,862,F9
0,1,24,3,8,6,ATL,IAH,689,CO
15,2,28,3,16,14,IAD,LAS,2066,UA
15,12,7,5,10,9,CLT,ATL,227,YV
0,11,13,2,12,11,DFW,SGF,364,MQ
0,2,4,7,19,16,LGA,PBI,1035,DL
15,7,15,7,11,10,SLC,COS,410,OO
120,12,14,5,10,8,BOS,BWI,370,OH
30,4,16,1,10,7,DEN,IAH,861,CO
0,2,24,6,17,15,IAH,SFO,1635,CO
0,12,26,3,10,7,PHL,RSW,992,US
0,6,2,6,15,14,MDW,DEN,895,F9
105,3,27,2,20,19,DSM,ORD,299,MQ
0,1,6,6,18,18,LBB,ABQ,289,WN
60,8,15,3,22,21,CVG,OKC,756,OH
60,5,13,7,18,15,ORD,JFK,740,B6
0,11,13,2,20,17,IAH,ORD,925,CO
0,7,8,7,15,14,SAN,PHX,304,WN
15,9,4,2,20,18,ATL,ICT,781,EV
15,1,25,4,15,14,SLC,PDX,630,OO
0,5,31,4,17,16,DFW,HOU,247,MQ
15,5,4,5,22,18,MSP,LGA,1020,NW
0,5,25,5,16,15,DAL,ELP,562,WN
0,5,2,3,10,8,DCA,MCO,759,US
0,8,15,3,20,19,BUF,CLT,546,US
0,1,13,6,9,8,BOS,ORD,867,UA
0,9,23,7,19,19,SLC,PDX,630,WN
15,10,23,2,10,10,DTW,BNA,457,NW
15,7,11,3,22,20,PHX,RNO,601,WN
0,2,17,6,6,22,LAX,BWI,2329,UA
15,12,4,2,15,13,SLC,PHX,507,WN
0,6,10,7,22,20,ELP,LBB,295,WN
120,6,7,4,20,18,LGA,DSM,1031,MQ
60,9,8,6,20,17,ORD,MDT,594,UA
0,3,17,6,9,8,JFK,BOS,187,B6
0,4,18,3,13,11,HSV,DFW,603,MQ
15,9,1,6,21,19,JFK,PWM,274,OH
0,10,1,1,12,11,ORD,ATW,160,YV
30,1,29,1,17,16,CLE,MSN,402,XE
15,7,30,1,12,11,SLC,OAK,588,DL
60,8,22,3,23,21,ATL,FNT,644,FL
180,12,2,7,16,14,PVD,ORD,849,OO
0,9,6,4,8,7,SMF,SNA,404,WN
0,4,13,5,19,18,ELP,ABQ,223,WN
