fgm,period,shot_clock,dribbles,touch_time,shot_dist,pts_type,close_def_dist,shooter_height,defender_height,player_name
1,2,14.3,0,0.7,1.9,2,3.4,83,82,giannis antetokounmpo
0,2,11.9,12,12,8.5,2,1.8,75,73,derrick rose
0,2,7,0,1.2,1.4,2,3.1,83,85,mason plumlee
1,4,17.7,6,4.9,19.7,2,6.6,73,81,D.J. Augustin
0,4,24,0,0.8,1.8,2,2.1,83,81,mason plumlee
0,4,10.3,3,3.3,4.3,2,1.7,80,77,luc mbah a moute
0,1,8.2,0,0.8,22.3,3,3.4,80,79,hollis thompson
1,3,9.9,0,1,5.2,2,5.1,85,83,tyler zeller
0,3,16.1,0,0.8,10.9,2,6,85,83,kelly olynyk
1,4,8.5,0,1.3,1.7,2,1.2,81,81,shawne williams
1,3,11.7,2,3.7,7.8,2,3.8,82,80,ryan anderson
0,4,7.7,3,4.3,14.5,2,1.3,79,77,evan fournier
1,2,22.7,0,1.1,12.4,2,7.8,80,81,hollis thompson
0,2,18.6,0,0.6,5.1,2,3.4,81,85,carlos boozer
1,2,6.5,1,1.8,6.1,2,1.7,76,79,dwyane wade
1,2,13.7,0,0.7,3.9,2,0.7,74,73,avery bradley
0,4,14.9,2,1,21.1,2,3,75,80,beno udrih
0,2,11.6,2,3.9,24.9,3,1.7,76,79,cj mccollum
1,4,7,0,0.6,8.9,2,1.9,77,75,anthony morrow
1,4,6,0,0.9,24.4,3,5.8,73,74,shabazz napier
0,2,9.6,0,0.8,25.8,3,6.6,76,76,victor oladipo
0,1,8.6,2,2.9,18.4,2,4.6,83,80,chris bosh
1,3,21.5,0,1,24.5,3,7.1,73,78,lou williams
0,4,8,8,6.9,11.7,2,5.4,76,75,jrue holiday
0,3,9.8,9,8.3,18.1,2,2.8,73,75,darren collison
1,3,3,3,4.2,25.2,3,2.6,78,80,dante exum
1,4,12.3,1,2.2,3.4,2,2.7,81,79,jeff green
1,3,7,0,0.7,22.6,3,8.7,78,81,cj miles
1,3,13,1,1,14.6,3,3.8,75,81,jose calderon
1,3,19.3,0,1,5.8,2,2.4,81,78,darrell arthur
1,1,13.7,1,1.8,23.2,2,4.3,75,74,kyrie irving
0,2,18.7,6,4.8,24,3,2.3,73,71,aaron brooks
0,3,9.6,0,0.9,24.4,3,4.8,79,79,paul pierce
0,2,10.5,1,1.5,22.6,3,7.6,81,85,jeff green
0,4,11.9,2,1.8,10.2,2,1.7,77,79,anthony morrow
0,2,6.6,0,0.9,24.7,3,5.4,81,79,marvin williams
0,1,10.4,6,5.1,22.2,2,5.4,77,78,kentavious caldwell-pope
1,2,13.7,3,3.8,11.2,2,2.5,74,73,jeff teague
1,4,8.4,3,7.8,12.7,2,3.5,83,82,chris bosh
0,1,4.3,1,3.9,24,2,3.9,77,79,rodney stuckey
0,3,6,2,3.8,7,2,2.5,79,80,evan turner
0,3,13,2,2.7,8.4,2,5.5,75,80,goran dragic
1,4,5.7,2,5.5,11.2,2,2,79,75,shaun livingston
0,1,4.5,18,17.1,20.6,2,4.5,73,79,brian roberts
1,2,15.5,0,0.8,3.7,2,2.4,85,76,timofey mozgov
0,3,16.8,0,1.3,24.7,3,11.7,80,75,paul millsap
0,3,24,0,0.1,3.3,2,2.4,83,82,joakim noah
0,3,9,2,4.4,11.5,2,3,82,79,markieff morris
0,4,8.3,2,3.5,2.2,2,2.2,80,83,jerami grant
0,3,5,2,2.8,17.8,2,5.3,82,85,ryan anderson
1,3,5.2,2,6.6,9,2,1.9,85,83,marc gasol
1,4,11.1,0,0.6,4.1,2,2.5,82,82,Amar'e Stoudemire
1,3,13.6,1,2,21.5,2,6.4,85,80,spencer hawes
0,1,20.5,1,1.7,4.9,2,3.4,78,73,kj mcdaniels
1,3,6.6,16,14.8,25.6,3,6.3,80,78,lebron james
1,1,19.3,1,2.1,24.5,3,5,81,83,shawne williams
1,2,14.9,12,10.1,3.8,2,2.1,74,73,mario chalmers
1,1,2.8,0,0.8,15.1,2,2.8,83,75,Nene
0,2,10,1,1.2,0.3,2,2.3,85,83,andrew bogut
1,3,24,1,0.6,6,2,4.2,83,76,mason plumlee
0,2,13.1,0,1,22.8,3,5.3,81,82,luol deng
0,1,17,0,1.2,26.4,3,10.7,82,79,serge ibaka
1,1,11.8,0,0.6,3.7,2,4.3,80,73,thaddeus young
0,2,15.2,0,1.1,24.5,3,3.3,81,79,shawne williams
0,2,5.8,2,1.6,17.3,2,4.8,81,81,jared sullinger
0,3,4.1,2,2.1,11.1,2,4.2,75,73,jarrett jack
1,3,4,2,3,13.9,2,3.8,79,80,quincy acy
1,4,14,2,2.6,4.8,2,2.2,81,83,tobias harris
1,3,5,2,2.8,2.6,2,13.4,73,77,brandon jennings
0,1,2.7,0,3.4,5.9,2,2.3,83,80,jason thompson
1,1,3.9,1,1.6,6.6,2,3.6,82,85,al jefferson
1,1,3.3,4,4.5,19.3,2,8.4,73,80,kyle lowry
1,3,9.8,0,0.8,19.9,2,7.9,81,80,tobias harris
1,1,12.1,0,1.5,1.8,2,2.6,85,79,timofey mozgov
1,1,10.8,2,4.8,5.3,2,2.5,85,85,steven adams
0,4,12,0,0.8,25.1,3,6,75,79,steve blake
0,1,23.7,0,0.9,4.9,2,1.8,83,81,lamarcus aldridge
0,4,4.1,5,6.4,4.5,2,1.1,76,85,elfrid payton
1,1,16.1,3,4.2,18,2,3.5,75,73,monta ellis
0,5,21.6,2,2.5,25.4,3,2.9,75,73,jarrett jack
1,4,8.2,3,4.7,9.1,2,2.6,80,81,carmelo anthony
1,3,9.6,0,0.9,24.6,3,3.1,79,76,gerald green
0,1,6.4,0,2.2,25.1,3,5.2,74,75,jeff teague
0,4,9.1,0,1.1,23.7,3,2.4,73,80,lou williams
1,1,6.3,5,7.3,12.7,2,7.4,77,76,arron afflalo
1,1,6.5,0,1,20.7,2,6.4,81,81,shawne williams
1,3,8.7,1,1.8,1.3,2,1.1,82,85,jordan hill
0,4,9,8,6.8,26.4,3,5.3,79,85,wesley johnson
0,4,13.6,0,1,22.3,3,3.9,79,82,nick young
1,2,9,0,0.9,23.1,2,7.2,81,80,marvin williams
1,3,5.6,0,1,22.9,3,2.1,80,80,wilson chandler
1,2,18.2,4,4.3,4,2,2.1,80,73,gordon hayward
1,4,18.6,6,6,7.2,2,1.8,77,81,arron afflalo
0,4,18,4,5,15.1,2,4.2,82,81,kevin love
1,1,14.5,0,0.9,25.7,3,8.4,78,79,dante exum
0,3,16.1,4,6.7,3.3,2,0.3,77,85,james harden
0,2,2.8,0,0.9,20.6,2,9.1,85,77,brook lopez
0,4,18.8,0,0.7,23.1,3,7.2,80,82,lebron james
0,3,4.7,0,0.7,26.3,3,4.3,75,73,damian lillard
0,3,9.6,19,15.8,1.7,2,1.4,76,85,victor oladipo
1,2,9.3,1,3.2,20,2,3.8,77,78,bradley beal
1,2,5.3,0,0.8,16.9,2,5.1,81,82,kevin seraphin
1,4,11.6,3,4.6,3.2,2,3.5,78,81,alonzo gee
0,3,11.3,0,0.6,24.3,3,9.1,81,81,chris copeland
1,3,11.8,2,7.7,4,2,2,82,80,jordan hill
1,1,13.9,2,2.6,13.4,2,4.9,80,81,boris diaw
0,4,1.8,1,5.8,1.5,2,2,83,86,greg monroe
1,1,19.6,0,1.2,23.7,3,6.1,78,75,alan anderson
0,2,9,3,3.5,19.7,2,3.7,79,81,wesley johnson
0,3,14,1,1.4,19.8,2,5.6,83,80,kevin garnett
1,1,4.6,2,4.7,16.8,2,5.1,85,82,brook lopez
1,2,3.2,3,3.8,27.3,3,5,75,81,stephen curry
0,2,6.7,1,2.7,21.1,2,4.7,78,83,pj tucker
1,2,22.3,0,1.2,24.4,3,5.1,75,81,derrick rose
1,2,12.4,0,1,3.6,2,1.1,82,80,aron baynes
1,2,8.4,0,0.9,24.6,3,9.3,75,75,reggie jackson
1,3,6.9,0,1.2,21.8,2,6.7,85,83,brook lopez
1,1,5.4,0,0.5,3.9,2,3.1,82,78,aron baynes
0,3,0.5,2,1.7,19.2,2,2.4,80,79,andrew wiggins
0,4,12.9,9,7.3,9.3,2,2,80,82,boris diaw
1,4,24,13,13.9,5.2,2,7.2,76,83,john wall
0,1,14.7,2,2.5,7.5,2,0.8,82,85,blake griffin
1,4,19,5,4.9,12.6,2,6.7,73,75,lou williams
0,4,12,0,1,17,2,3.7,80,82,brandon bass
1,3,9.4,0,0.9,18.8,2,6.6,85,85,pau gasol
0,4,2.9,16,13.8,11.6,2,4.5,73,75,trey burke
1,1,15.3,10,8.7,16.1,2,5.7,75,81,russell westbrook
1,2,21.3,0,0.9,2.2,2,8.8,76,81,victor oladipo
0,3,23.8,0,0.9,5.2,2,2.1,85,85,rudy gobert
1,4,18.2,1,1.8,8.2,2,3.1,83,81,mason plumlee
0,1,12,1,1.9,21.4,2,5.1,76,83,wayne ellington
0,5,7.2,0,0.7,22.5,3,3.5,78,76,danny green
1,4,14.7,13,9,25,3,3.9,75,76,kyrie irving
1,2,11.3,7,6.3,17.7,2,4.4,73,73,kyle lowry
0,3,8.9,18,14.3,3.1,2,2.1,80,85,gordon hayward
1,1,20.8,0,0.6,3.4,2,3.7,77,83,kentavious caldwell-pope
0,1,24,0,0,3,2,1.8,80,79,hollis thompson
0,1,3.1,1,3.1,24.7,3,3.6,75,77,russell westbrook
0,3,11,3,2.6,15.4,2,3.9,80,79,wilson chandler
1,3,12.2,0,0.8,19.8,2,4.9,82,75,Amar'e Stoudemire
0,4,24,0,0.6,1.8,2,1.7,79,80,thabo sefolosha
0,1,17.1,2,3.2,11.7,2,2.7,80,80,andrew wiggins
0,1,10.9,0,1.3,23.9,3,8.1,75,78,beno udrih
0,2,9.3,1,1.6,16.6,2,5.3,83,83,demarcus cousins
0,2,14.7,4,3.8,14.4,2,2.5,76,80,victor oladipo
0,4,12.8,0,0.8,2.1,2,1.7,82,82,marreese speights
0,3,22.7,0,2.2,2.7,2,0.1,83,85,enes kanter
0,3,11.3,1,3.4,25,3,4.3,75,73,stephen curry
0,2,17.6,6,6.1,24,3,4,76,78,wayne ellington
1,1,8.8,0,0.8,26,3,8.7,85,77,spencer hawes
1,1,15.1,7,7.2,17.7,2,7.4,79,76,solomon hill
1,3,7.8,5,5.8,8.2,2,4.1,82,82,al horford
1,4,2,0,0.9,20.4,2,4.7,83,85,demarcus cousins
1,4,24,0,0,1.6,2,2.1,83,82,lamarcus aldridge
1,2,11.6,0,1.5,19.8,2,6.5,82,80,blake griffin
0,3,10.4,19,14.8,4.6,2,2.1,74,83,jeff teague
0,2,0,0,0.9,3.5,2,2.7,80,83,brandon bass
0,3,18,0,0.8,25.4,3,4.2,80,80,carmelo anthony
0,3,7.9,21,17.2,3.2,2,1.9,78,82,tyreke evans
1,1,14.9,0,1.2,21.1,3,2.3,81,82,patrick patterson
0,3,22.5,1,0.8,15.1,2,5.1,81,81,lavoy allen
1,1,11.9,1,1.7,8.9,2,2.1,80,79,andrew wiggins
1,4,20.2,2,5,24.9,3,4,79,78,nick young
0,4,12.9,7,10.6,11.9,2,4.5,78,82,michael carter-williams
0,2,17.3,7,6.8,19.2,2,5,73,82,mo williams
1,2,12.3,13,12,11.7,2,3.3,75,79,derrick rose
0,3,8.4,0,0.8,24.6,3,4.5,85,81,Dirk Nowitzki
1,4,10.4,3,2.8,3.2,2,0,81,76,chris copeland
1,2,13.4,3,2.7,8.6,2,1.5,80,80,hollis thompson
0,2,5,0,0.9,24.5,3,5.1,80,82,trevor booker
0,2,12.7,0,1.2,15.4,2,6.2,82,83,nick collison
1,2,21,0,0.6,2.2,2,6.7,79,80,shawn marion
1,4,18.5,4,6,14.1,2,3,71,75,ty lawson
0,3,14.6,12,10.1,20.6,2,2.6,77,78,jamal crawford
1,2,24,0,0,3.2,2,2.9,83,75,enes kanter
0,1,16.5,9,6.6,8.4,2,3.2,73,71,mike conley
0,4,6.8,4,5,7,2,0.4,85,85,pau gasol
1,3,11.1,0,1.4,3.7,2,2,85,83,nikola vucevic
0,4,12.3,0,1.1,1.9,2,1.6,83,85,enes kanter
1,3,15,9,7.4,11.4,2,4.8,73,76,chris paul
0,3,14.7,3,2.6,3.7,2,1,83,83,joakim noah
1,4,9,1,1.2,21.4,2,3.5,81,75,jared sullinger
0,3,21.4,0,0.9,24.4,3,14.3,79,76,gerald green
1,1,19.9,4,3.3,4.9,2,2,79,78,michael kidd-gilchrist
0,2,6.4,0,0.8,24.4,3,4.9,75,81,devin harris
1,1,17,4,3.7,10.7,2,2.3,78,76,manu ginobili
1,3,10.6,1,3.6,17.8,2,2.3,79,77,kawhi leonard
1,1,20.5,3,2.6,7.9,2,1.2,77,76,anthony morrow
1,3,11.1,0,1,23,3,4,80,77,andrew wiggins
0,3,8.1,6,5.6,13.1,2,0.4,77,79,wesley matthews
0,3,19.2,0,0.8,3.3,2,2.1,77,82,kentavious caldwell-pope
1,1,16,0,0.8,4.8,2,1.1,83,85,marcin gortat
1,2,10.4,0,0.8,22.5,3,5.4,80,80,demarre carroll
1,3,11.6,2,8.2,19.3,2,6,83,85,demarcus cousins
1,4,12.22,0,0.9,3.3,2,4.8,82,81,jordan hill
1,1,12.22,0,0.9,2.7,2,3.3,81,78,jj hickson
1,2,16.1,0,1,6.2,2,1.5,85,81,brook lopez
0,6,9.8,0,0.7,14.5,2,4.7,82,77,al jefferson
0,3,10,4,5.3,5.3,2,2.7,75,82,damian lillard
1,3,11.4,0,1.1,2.9,2,0.9,85,81,marc gasol
1,2,9.9,1,2.3,8.1,2,1.8,75,80,ben gordon
0,3,9.1,0,0.9,23.6,3,2.7,78,79,kj mcdaniels
1,1,2.6,0,1,23.3,3,13.5,81,80,luol deng
0,4,10.2,3,6,7.4,2,1.6,85,81,nikola vucevic
0,4,20,0,0,21.6,2,3.2,83,80,enes kanter
0,1,24,0,1.2,1.9,2,3.6,85,81,rudy gobert
1,4,13.7,0,0.9,6.9,2,2.3,85,79,jerome jordan
1,4,8.5,1,1.9,16.7,2,4.4,81,81,darrell arthur
1,1,20.1,0,1.2,1.4,2,3.3,78,80,pj tucker
1,1,9.2,0,0.9,22.9,3,3,75,75,stephen curry
1,3,18.4,1,2.8,25.3,3,6,75,81,jose calderon
1,1,8.9,3,3.3,14.4,2,2.5,83,80,lamarcus aldridge
0,1,5.3,5,5.7,10.1,2,0,77,76,gerald henderson
0,2,16.7,1,0.9,8.8,2,2.5,83,74,nerlens noel
0,2,11.4,2,6.3,4.3,2,1.2,80,78,carmelo anthony
0,3,17.6,0,0.8,25,3,10,80,81,wilson chandler
1,2,15.7,2,2.2,20.4,2,4.6,81,79,marcus morris
1,2,11.3,0,0.6,5.3,2,5.2,82,79,chris andersen
0,3,15.9,0,1.1,23.7,3,4.4,76,77,jj redick
1,2,12.22,2,3.4,13.7,2,3.1,77,79,wesley matthews
0,4,8,0,0.8,24.5,3,3.6,81,77,robert covington
1,1,6.9,0,1.2,23.8,3,4.2,74,73,ronnie price
1,2,15,0,0.9,24,3,6.2,80,79,rudy gay
1,1,13.7,2,2.6,17.8,2,4.2,81,85,david west
0,2,12.6,4,4.2,2.2,2,4.1,69,85,isaiah thomas
1,4,2.2,3,4.6,5.5,2,4.7,73,82,patrick beverley
0,3,12.6,3,2.6,11.4,2,3.1,71,75,ty lawson
0,5,6,4,4.3,16.1,2,8.1,76,73,jj redick
1,1,16.6,0,0.5,4.3,2,4,80,76,demarre carroll
0,4,16.1,1,2.5,2.1,2,2.7,83,85,nerlens noel
0,4,8.1,2,1.9,6.9,2,1.9,82,83,derrick favors
0,3,6.1,1,1.4,23.1,3,4.9,75,75,ray mccallum
0,4,19.4,3,4.7,5.4,2,2,81,85,jared sullinger
0,4,6.4,0,0.9,5.1,2,2.8,85,81,cody zeller
1,4,5.7,0,0.7,1.9,2,7.8,81,82,jj hickson
0,2,6,3,4.7,7,2,1.7,78,69,greivis vasquez
0,4,20,2,4,20.3,2,5.2,77,80,kentavious caldwell-pope
0,2,12.2,1,2.1,6.2,2,1.7,82,79,ryan anderson
1,1,12,4,3.7,20.5,2,5.4,80,79,rudy gay
1,4,21.4,0,1.2,3.8,2,2.7,75,78,brandon knight
1,1,10,1,4.4,4.4,2,1.9,82,85,Amar'e Stoudemire
0,4,1,2,2.6,19.6,2,1.8,79,76,klay thompson
0,4,7.6,0,0.9,20.2,2,4.7,82,85,marreese speights
0,1,8.8,1,2.2,5.4,2,1.6,83,80,andre drummond
1,2,3,0,0.8,3.8,2,3.8,83,77,nerlens noel
0,4,13.9,0,0.7,18.7,2,4.6,81,82,luis scola
0,4,11.5,12,12.2,24.7,3,4.8,73,74,darren collison
1,1,1,0,0.7,23,3,5.9,80,83,mike scott
1,3,21.3,1,1.7,7.1,2,3.9,80,76,rudy gay
0,1,6.8,1,2.7,4.6,2,1.7,83,85,enes kanter
1,1,10.7,0,0.8,19.5,2,4.7,73,73,brian roberts
1,1,16.5,8,6.8,18.1,2,5.1,75,75,stephen curry
0,2,8.5,1,2.2,19.7,2,5.4,75,85,brandon knight
1,4,12.2,0,0.8,22.1,3,4.8,79,80,wesley johnson
0,1,19.6,6,5.1,25,2,8,78,75,michael carter-williams
1,2,20.7,5,4.8,2.3,2,10.7,76,83,john wall
0,1,14,0,0.9,20.7,2,1.9,79,81,paul pierce
0,5,13.2,3,3,4.9,2,0.6,79,77,solomon hill
1,2,4.7,1,1.5,11.5,2,1,79,73,evan fournier
1,4,10.7,13,12.4,3.7,2,2,75,73,stephen curry
1,2,8.8,1,2.4,4.1,2,2,85,78,jonas valanciunas
1,1,21,3,4.5,0.9,2,4.6,75,81,stephen curry
0,7,6.3,17,17.7,15.9,2,5,73,83,mike conley
1,1,11.1,1,1.4,1.2,2,1.5,82,82,nick collison
0,3,21.5,0,0.9,26.2,3,6.3,77,75,marco belinelli
1,2,8.1,8,8.7,10.1,2,1.8,80,82,rudy gay
1,1,15.6,1,1.3,1.9,2,3.9,75,85,goran dragic
0,1,16,0,0.9,18.2,2,7.8,81,73,kris humphries
1,4,16.8,8,7.4,24.6,3,6.3,76,83,gary neal
1,3,9.2,6,4.6,5.8,2,1.2,80,73,bojan bogdanovic
1,1,18.5,0,0.7,23.9,3,5.5,79,85,gerald green
0,4,18.7,0,1,6.8,2,2.3,83,78,marcin gortat
0,4,11.1,0,0.7,23.3,3,5,82,80,kevin love
1,4,20,6,5.1,24.3,3,3.7,81,80,marcus morris
0,1,7.9,0,0.3,19.2,2,13,77,77,bradley beal
1,4,1.6,1,1.2,15.9,2,2.7,79,80,michael kidd-gilchrist
0,1,3,0,0.8,24.8,3,8.6,80,81,trevor booker
0,4,12.6,1,3,20.9,2,4.8,78,78,vince carter
1,4,8.1,1,4.6,6.2,2,1.8,79,79,quincy acy
0,2,5,8,8.2,3.4,2,2.7,78,83,tyreke evans
1,4,4,4,4.8,18,2,3.6,77,85,O.J. Mayo
1,1,17,0,1,2.6,2,2.4,71,78,ty lawson
0,4,4.4,0,0.8,20.2,2,8.7,85,85,marc gasol
1,1,17,0,1.1,24.5,3,19.3,79,76,draymond green
0,2,12,0,1,26,3,5.4,77,79,wesley matthews
1,3,18.7,0,0.8,22.8,3,5.7,80,80,trevor ariza
0,3,10.8,2,2.6,5.1,2,0.9,85,85,nikola vucevic
0,2,12,0,1.5,1.9,2,1.9,80,83,demarre carroll
1,4,10.9,3,2.7,13.5,2,1.5,77,76,jamal crawford
0,4,8.5,0,0.7,24.2,3,10.2,80,78,nicolas batum
1,3,11.6,0,1.1,21.2,2,8.2,82,81,blake griffin
1,2,1.3,0,0.9,24.4,3,12.3,81,83,patrick patterson
0,4,1,1,1.4,46.9,3,4.2,77,75,jamal crawford
0,4,2,6,4.1,3.8,2,1.2,78,83,tyreke evans
1,1,6.1,5,5.9,18.6,2,3.5,79,81,terrence ross
1,1,17,6,5.7,18,2,5.8,73,73,chris paul
1,2,20.3,0,0.7,4.3,2,1.7,79,76,quincy acy
0,1,16,0,1.4,25.4,2,2.5,76,76,victor oladipo
0,3,16.8,0,0.8,9.4,2,2.8,80,81,mike scott
0,3,21.3,0,1,24.4,3,10.9,80,82,harrison barnes
1,3,12.5,2,4.4,6.7,2,2.5,80,83,brandon bass
1,4,5.9,0,0.7,26.4,3,8.3,82,83,nikola mirotic
0,1,11,0,0.7,22.8,2,2.9,78,79,cj miles
0,4,17.1,7,6.7,5.2,2,1.7,78,83,greivis vasquez
0,1,13.1,2,4,10.9,2,4.5,82,85,henry sims
0,1,8.1,3,2.4,24.8,3,3.6,77,75,marco belinelli
0,1,21.6,0,0.7,7.4,2,2.6,86,83,roy hibbert
1,2,18,1,1.5,2.5,2,1.9,78,79,tyreke evans
1,1,2,8,6.7,22.6,2,4.3,75,81,reggie jackson
0,2,2,5,5,12,2,4,73,73,brian roberts
0,3,10.6,0,1.5,12,2,3,85,82,brook lopez
1,2,10.7,0,0.9,24.8,3,4.9,80,77,demarre carroll
0,1,4.8,4,6.3,11.1,2,0.6,75,73,russell westbrook
1,4,24,0,0.3,0.1,2,1,79,79,kawhi leonard
1,3,5.2,0,0.6,3.8,2,3.9,80,83,demarre carroll
0,3,8.2,2,3.5,12.8,2,1.8,79,75,jimmy butler
1,4,3,2,2.4,29.2,3,2.7,80,75,nicolas batum
0,1,1.1,2,2.8,12.5,2,2.7,75,75,andre miller
1,3,16.5,0,0.5,1.6,2,3.4,81,83,luol deng
1,4,21,1,2.4,2.9,2,4.8,76,80,victor oladipo
1,4,1.8,0,0.9,24.1,3,10.2,83,85,channing frye
0,1,18,2,2.4,26.4,3,4.5,79,81,klay thompson
0,1,6.9,1,0.7,10,2,3.2,76,85,dwyane wade
0,4,11,1,1.5,4.8,2,4.1,82,79,nick collison
1,3,24,0,0.1,3.5,2,2.3,83,78,deandre jordan
0,2,5,0,0.9,19.1,2,5.8,83,85,chris bosh
1,2,8.5,0,0.7,23.7,3,6.8,81,82,marvin williams
1,1,5,1,2.1,14.9,2,4.3,83,81,chris bosh
1,2,8.7,0,-0.2,2.1,2,2.6,82,82,kevin love
1,3,21.9,2,1.6,24.4,2,2.6,82,81,chandler parsons
1,3,11,1,5.1,2.4,2,0.9,80,80,carmelo anthony
0,4,9,0,0.4,0.7,2,2,79,80,solomon hill
1,1,12.22,0,1,24.8,3,4.8,78,80,kobe bryant
1,1,8.3,0,1.4,18.8,2,7.4,82,79,al jefferson
1,1,13.3,0,0.7,22.8,3,4,79,75,terrence ross
1,1,6.6,6,7.9,14.8,2,3.6,80,78,wilson chandler
0,2,1,1,1.4,24.9,3,2.7,75,75,pablo prigioni
0,3,14,10,7.7,24.7,3,4,75,83,stephen curry
1,3,5.9,2,5.5,5.9,2,0.1,83,81,mason plumlee
0,1,13,2,2.4,15.3,2,1.5,76,73,cj mccollum
0,3,1.9,2,3.4,15.2,2,2.8,75,76,jarrett jack
0,1,16.5,0,0.6,6.6,2,4,80,85,kenneth faried
1,1,16.7,7,6,15.1,2,5.3,76,76,victor oladipo
0,2,2.9,12,10.6,3.8,2,1.7,79,82,evan fournier
1,3,15.8,8,8.8,25.4,3,3.6,75,81,damian lillard
1,3,12.22,9,8.4,24.9,3,5,75,76,derrick rose
1,4,11.6,3,3.4,5.3,2,4,75,78,ray mccallum
1,1,16.7,6,7.1,6.9,2,3.9,75,81,stephen curry
0,4,7.9,0,0,3,2,1,81,74,tristan thompson
0,3,15.8,6,7.6,20.6,2,4.6,77,82,james harden
0,4,9,0,1.3,26.4,3,2.5,82,78,henry sims
1,3,22.1,0,1.4,25.7,3,5.5,83,83,channing frye
0,1,12.22,0,0.9,22.4,3,5.7,75,76,ray mccallum
0,1,0,2,2.2,13.9,2,8.2,80,80,lebron james
1,4,19.8,1,1.3,17,2,4.8,73,83,mo williams
0,1,6,0,0.7,25.6,3,5.4,76,78,jj redick
1,3,18.7,0,1.1,22.4,3,7.3,80,86,luc mbah a moute
0,3,10.3,1,1.3,19.6,2,4,82,85,marreese speights
1,1,13.2,0,1,15.2,2,8.7,83,78,jason thompson
1,3,15.1,0,0.8,22.2,3,9.5,79,79,jimmy butler
0,3,20.1,0,0.6,24.7,3,4.6,82,83,kevin love
1,4,13.1,1,1.3,24.7,3,4.1,82,79,Danilo Gallinari
0,2,18.8,1,1.7,7.5,2,3.1,80,85,andrew wiggins
1,1,5.2,0,0.8,3.1,2,2.8,83,81,tim duncan
0,2,20.2,0,0.8,24.8,3,6.2,79,81,jared dudley
0,2,15,0,0,19.2,2,13.3,80,69,anthony bennett
0,2,20.6,0,0.1,6.4,2,2.2,83,85,greg monroe
1,1,13.7,0,0.7,1,2,4.4,78,79,alan anderson
1,3,23.2,1,1.7,2.9,2,2.5,81,83,tobias harris
0,4,8.4,5,9.3,20.5,2,4.4,74,77,jordan farmar
1,3,7.5,0,0.8,3.1,2,2.3,83,78,lamarcus aldridge
0,3,2.5,2,2.7,13.1,2,2,82,81,markieff morris
0,3,1.4,0,0.7,22.3,3,6.8,81,79,patrick patterson
1,4,13.3,0,0.7,19.6,2,4.9,77,77,marco belinelli
0,2,2,18,12,7.3,2,4.6,77,76,james harden
1,4,3,1,1.5,24.9,3,5.8,75,85,donald sloan
1,4,15,0,-3.3,9.1,2,2.2,82,83,ed davis
0,4,4,0,1,23.4,3,4.5,79,74,chase budinger
0,3,14,0,1,18.5,2,4.9,80,80,thaddeus young
0,4,13.4,0,3.1,17.8,2,4.8,81,81,carlos boozer
1,1,20,0,0.8,3.3,2,7.5,81,85,carlos boozer
1,3,17,0,0.7,24.9,3,6.8,83,85,channing frye
1,2,9.6,0,0.8,24.4,3,6.6,80,82,rudy gay
0,4,7,18,16.4,6.7,2,0,78,82,manu ginobili
0,1,17.1,8,7.2,18.9,2,5.8,75,83,reggie jackson
1,3,7.8,0,0.8,25.1,3,4.3,77,79,wesley matthews
0,3,11.5,1,2,19.4,2,3.3,80,83,carmelo anthony
0,3,15.1,0,0.8,25.2,3,5.7,74,80,avery bradley
0,3,18.4,6,5.9,5.9,2,3.5,79,85,klay thompson
0,1,19.8,0,0.8,21.6,2,6,78,79,cj miles
0,2,19.3,0,0.2,1.7,2,1.5,83,82,dwight howard
0,1,3.3,0,0.8,25.3,3,11.8,74,75,norris cole
1,1,16.8,1,2,1.8,2,4.5,82,83,marreese speights
0,2,9.1,2,4.3,4.6,2,3,83,83,Nene
1,3,6.8,0,0.8,25.5,3,3.2,80,78,wilson chandler
0,2,18.4,8,6.4,14.3,2,3,78,78,manu ginobili
1,4,7.9,14,13.2,3.7,2,0.1,78,81,manu ginobili
1,2,17,0,1,21.4,2,3.4,76,79,jj redick
1,1,12.22,3,4.5,6.7,2,3.1,80,85,wilson chandler
0,2,15.1,11,9.4,7.4,2,3,75,82,kyrie irving
1,4,8.1,0,0.8,24.2,3,6.8,78,76,joe harris
0,1,20,0,1,20.1,2,8.6,82,80,blake griffin
0,2,14.7,9,8.2,4.7,2,3.8,73,82,mike conley
0,2,15,0,0.8,24.7,3,6.4,85,82,Dirk Nowitzki
1,3,2,0,1.1,24.4,3,5.2,75,77,monta ellis
0,3,16.7,7,6,19.8,2,4.9,75,81,damian lillard
1,4,18.3,0,0.8,26.3,3,3.9,78,75,cj miles
0,3,21,4,4,4,2,2.1,76,75,tony allen
1,5,8.4,9,9.4,24.4,3,3.6,77,80,james harden
1,2,14,2,2.6,5.2,2,2.9,81,82,zach randolph
0,2,3,8,9.1,17.1,2,3.2,73,81,mike conley
1,1,14.4,0,1,19.1,2,3.2,77,77,arron afflalo
1,2,11.4,0,0.8,22.5,3,6.3,80,78,rudy gay
1,2,13.6,5,5.5,6.4,2,1.4,77,79,rodney stuckey
0,1,8.6,0,0.6,17.4,2,4.9,81,81,shawne williams
0,4,20.7,0,1,25.3,3,6.3,73,73,brian roberts
0,1,19.7,1,1.6,24.5,3,4.8,75,80,goran dragic
